视频标题,视频链接,当前视频所在网页链接
《“三会一课”知多少》系列之三——“三会一课”制度咋落实,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748955003323392/35,https://dyjy.dtdjzx.gov.cn/course/special/subject/35
《“三会一课”知多少》系列之一-----“三会一课”制度咋来的,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2698423143973888/35,https://dyjy.dtdjzx.gov.cn/course/special/subject/35
《“三会一课”知多少》系列之二-----“三会一课”制度是个啥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2698424516281344/35,https://dyjy.dtdjzx.gov.cn/course/special/subject/35
《“三会一课”知多少》系列之三-----“三会一课”制度咋落实,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2698425757074432/35,https://dyjy.dtdjzx.gov.cn/course/special/subject/35
《“三会一课”知多少》系列之一——“三会一课”制度咋来的,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748967544046592/35,https://dyjy.dtdjzx.gov.cn/course/special/subject/35
《“三会一课”知多少》系列之二——“三会一课”制度是个啥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748965929255936/35,https://dyjy.dtdjzx.gov.cn/course/special/subject/35
延安精神及其当代价值04,https://dyjy.dtdjzx.gov.cn/resourcedetailed/220/65,https://dyjy.dtdjzx.gov.cn/course/special/subject/65
延安精神及其当代价值01,https://dyjy.dtdjzx.gov.cn/resourcedetailed/162/65,https://dyjy.dtdjzx.gov.cn/course/special/subject/65
延安精神及其当代价值02,https://dyjy.dtdjzx.gov.cn/resourcedetailed/218/65,https://dyjy.dtdjzx.gov.cn/course/special/subject/65
延安精神及其当代价值03,https://dyjy.dtdjzx.gov.cn/resourcedetailed/219/65,https://dyjy.dtdjzx.gov.cn/course/special/subject/65
以案释纪——从典型案例看《中国共产党问责条例》执纪重点（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/157/28,https://dyjy.dtdjzx.gov.cn/course/special/subject/28
以案释纪——从典型案例看《中国共产党问责条例》执纪重点（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/158/28,https://dyjy.dtdjzx.gov.cn/course/special/subject/28
弘扬焦裕禄精神，做焦裕禄式的好干部02,https://dyjy.dtdjzx.gov.cn/resourcedetailed/212/59,https://dyjy.dtdjzx.gov.cn/course/special/subject/59
弘扬焦裕禄精神，做焦裕禄式的好干部03,https://dyjy.dtdjzx.gov.cn/resourcedetailed/213/59,https://dyjy.dtdjzx.gov.cn/course/special/subject/59
弘扬焦裕禄精神，做焦裕禄式的好干部01,https://dyjy.dtdjzx.gov.cn/resourcedetailed/164/59,https://dyjy.dtdjzx.gov.cn/course/special/subject/59
蒲姑抗日烽火之7——智取董王据点,https://dyjy.dtdjzx.gov.cn/resourcedetailed/316/61,https://dyjy.dtdjzx.gov.cn/course/special/subject/61
蒲姑抗日烽火之5——博兴抗日人民志愿军,https://dyjy.dtdjzx.gov.cn/resourcedetailed/314/61,https://dyjy.dtdjzx.gov.cn/course/special/subject/61
蒲姑抗日烽火之6——大生产大参军运动,https://dyjy.dtdjzx.gov.cn/resourcedetailed/315/61,https://dyjy.dtdjzx.gov.cn/course/special/subject/61
蒲姑抗日烽火之4——王博昌烈士,https://dyjy.dtdjzx.gov.cn/resourcedetailed/313/61,https://dyjy.dtdjzx.gov.cn/course/special/subject/61
蒲姑抗日烽火之2——地下情报站,https://dyjy.dtdjzx.gov.cn/resourcedetailed/311/61,https://dyjy.dtdjzx.gov.cn/course/special/subject/61
蒲姑抗日烽火之3——东王文战斗,https://dyjy.dtdjzx.gov.cn/resourcedetailed/312/61,https://dyjy.dtdjzx.gov.cn/course/special/subject/61
蒲姑抗日烽火之1——陈户战斗,https://dyjy.dtdjzx.gov.cn/resourcedetailed/310/61,https://dyjy.dtdjzx.gov.cn/course/special/subject/61
中国共产党的执政建设（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480522026779648/75,https://dyjy.dtdjzx.gov.cn/course/special/subject/75
中国共产党的执政建设（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480519013401600/75,https://dyjy.dtdjzx.gov.cn/course/special/subject/75
永远跟党走—枣庄市建国前老党员寻访实录（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2690352046621696/21,https://dyjy.dtdjzx.gov.cn/course/special/subject/21
永远跟党走—枣庄市建国前老党员寻访实录（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2695932028519424/21,https://dyjy.dtdjzx.gov.cn/course/special/subject/21
《不朽的马克思》上集,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2698607057781760/36,https://dyjy.dtdjzx.gov.cn/course/special/subject/36
《不朽的马克思》下集,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2691348114015232/36,https://dyjy.dtdjzx.gov.cn/course/special/subject/36
传统文化与价值建设（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2482025291465728/84,https://dyjy.dtdjzx.gov.cn/course/special/subject/84
传统文化与价值建设（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2482029270090752/84,https://dyjy.dtdjzx.gov.cn/course/special/subject/84
长征记忆——第6集《长征路上女红军》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2530164543030272/68,https://dyjy.dtdjzx.gov.cn/course/special/subject/68
长征记忆——第9集《长征路上“红小鬼”》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2530160376005632/68,https://dyjy.dtdjzx.gov.cn/course/special/subject/68
长征记忆——第10集《长征路上读书声》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2530158942946304/68,https://dyjy.dtdjzx.gov.cn/course/special/subject/68
长征记忆——第11集《笔尖上的长征》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2530157591643136/68,https://dyjy.dtdjzx.gov.cn/course/special/subject/68
长征记忆——第12集《信念之巅》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2530155305255936/68,https://dyjy.dtdjzx.gov.cn/course/special/subject/68
长征记忆——第8集《两条毛毯的故事》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2530161536582656/68,https://dyjy.dtdjzx.gov.cn/course/special/subject/68
长征记忆——第1集《为了可爱的中国》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2530170517144576/68,https://dyjy.dtdjzx.gov.cn/course/special/subject/68
长征记忆——第7集《吃剩的半截牛皮带》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2530162825790464/68,https://dyjy.dtdjzx.gov.cn/course/special/subject/68
长征记忆——第2集《“五老”的长征》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2530169327879168/68,https://dyjy.dtdjzx.gov.cn/course/special/subject/68
长征记忆——第3集《一份红军布告》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2530168012588032/68,https://dyjy.dtdjzx.gov.cn/course/special/subject/68
长征记忆——第5集《四十勇士》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2530165781365760/68,https://dyjy.dtdjzx.gov.cn/course/special/subject/68
长征记忆——第4集《“万里长征”的宣言书》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2530166901588992/68,https://dyjy.dtdjzx.gov.cn/course/special/subject/68
井冈山精神解读01,https://dyjy.dtdjzx.gov.cn/resourcedetailed/163/60,https://dyjy.dtdjzx.gov.cn/course/special/subject/60
井冈山精神解读02,https://dyjy.dtdjzx.gov.cn/resourcedetailed/214/60,https://dyjy.dtdjzx.gov.cn/course/special/subject/60
愿把青春献人民——纪念英雄王杰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2948963294381056/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第9集《五星红旗的诞生》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531526664324096/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第10集《一枚特殊的功勋章》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531516646392832/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第11集《改革开放的宣言书》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531512246436864/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第12集《长江大堤上的“生死牌”》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531507281363968/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第13集《一份见证历史的完税证》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531501706396672/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第14集《筑梦“一带一路”》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531495109624832/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第15集《永久封存的109枚公章》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531491568878592/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第16集《精准扶贫点亮幸福路》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531487126471680/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第2集《一份俄文党纲》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531572629029888/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第3集《狱中的斗争》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531571148194816/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第4集《点燃燎原星火》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531568368518144/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第5集《54封家书》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531561074181120/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第6集《一份延安文艺座谈会请柬》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531557928420352/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第7集《“子弟兵的母亲”戎冠秀》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531552845972480/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第8集《得民心者得天下》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531545224659968/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
岁月荣光——第1集《使命》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2531574092547072/62,https://dyjy.dtdjzx.gov.cn/course/special/subject/62
《红色记忆》第99集 “便衣侦察”李善义——记临沂市罗庄区金坦社区建国前老党员李善义,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728317179151360/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第100集 无悔奉献——记莒南县上涧村建国前老党员程记奎,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728309056553984/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第95集 一生热爱党——记费县卸甲水村建国前老党员崔友田,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728350615553024/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第93集 热血铸就的党魂——记郯城县樊埝村建国前老党员樊信生,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728353535886336/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第92集 一个医护兵的战火岁月——记临沂市河东区东南村建国前老党员陈玉石,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728356181279744/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第89集 永远跟你走——记沂水县大辉泉村建国前老党员李向奎,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735374355416064/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第88集 平凡的坚守——记蒙阴县新佛峪村建国前老党员韩贞祥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735379835061248/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第84集 百岁老人的爱党情——记费县石沟村建国前老党员张德荣,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735388163113984/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第87集 永远的承诺——记临沂市河东区后林子村建国前老党员蒋春晓,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735385172689920/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第97集 爱党情怀——记费县朱田村建国前老党员班玉英,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728345948832768/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第79期 战火青春——记临沂经济技术开发区贺成村建国前老党员陈广田,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735419436401664/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第83集 田家岭的苦和乐——记临沭县田家后村建国前老党员田家岭,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735389935191040/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第81集 忠诚的选择——记苍山县小城东村建国前老党员孙玉山,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735411179734016/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第80集 一片赤心献给党——记郯城县秦园村建国前老党员宋荣安,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735417532515328/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第78期 丹心向党不忘本——记沂南县中高湖村建国前老党员刘方茂,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746689734231040/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第65期 “飞毛腿”王子明——记临沂市罗庄区常旺社区建国前老党员王子明,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746708766114816/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第77集 坚守信仰——记郯城县南元街建国前老党员徐祗祥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746693462754304/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第76期 永不褪色的信念——记苍山县六合村建国前老党员张祥玉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746696267383808/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第75期 看河老人——记临沂市罗庄区蒋史汪二村建国前老党员孙廷战,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746697796764672/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第72期 赤诚本色——记沂水县刘家店子村建国前老党员刘志武,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746699998757888/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第70期 老支书邓运生——记临沂市罗庄区前大埠村建国前老党员邓运生,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746701151159296/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第67期 那些忘不了的事——记临沭县旺南庄村建国前老党员王克庆,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746705560617984/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第66期 党徽光耀人生路——记临沂市河东区前林子村建国前老党员李继文,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746706920539136/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第62期 无悔的奉献——记沂水县后金鸡埠村建国前老党员杨世友,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746710254453760/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第61期 我的红色岁月——记平邑县利沟村建国前老党员王立才,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746711685678080/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第52集 铁血老兵——记费县肖山坡村建国前老党员季朝臣,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746722131133440/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第53集 春访夏洪春——记临沭县郭庄村建国前老党员夏洪春,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746720602129408/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第54集 坚定信念跟党走——记沂南县宝石峪村建国前老党员徐乃荣,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746719350899712/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第55期 永恒的坚守——记苍山县毛埠村建国前老党员毛学青,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746717848847360/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第57期 为民情怀——记临沭县月庄社区建国前老党员唐宽恩,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746716478407680/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第58期 坚定信仰跟党走——记临沂市河东区建国前老党员林庆春,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746715546502144/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第59期 散不去的硝烟——记临沂市罗庄区朱庄村建国前老党员朱永吉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746714088784896/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第60期 光辉岁月——记蒙阴县八里庙子村建国前老党员张信文,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746713027118080/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第49集 知恩有义的老兵——记莒南县净埠村建国前老党员惠恩义,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746723297657856/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第46集 永不褪色的老兵——记临沂市河东区泉沂庄村建国前老党员赵庚,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746726023955456/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第44集 永不褪色的旗帜——记平邑县东故县村建国前老党员张永礼,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746727135167488/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第43集 矢志不渝跟党走——记临沂市兰山区上艾崮村建国前老党员沈德英,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746736898819072/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第37集 抗日英雄林庆玉——记莒南县渊子崖村建国前老党员林庆玉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746739981927424/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第38集 爱唱歌的老人——记沂水县王庄社区建国前老党员朱凤兰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746739017778176/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第40集 永不退色的记忆——记费县西南峪村建国前老党员周景兰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746738016502784/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第36集 无悔的选择——记临沂市郯城县固疃村建国前老党员孙玉娥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746741471233024/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第35集 飒爽英姿张自英——记临沭县前塘村建国前老党员张自英,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746742411805696/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第21集 铁血将帅——记莒南县淮海西路居建国前老党员聂邦栋,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746753150256128/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第24期 追忆战火岁月——记临沂市临港区壮岗村建国前老党员鲁绪为,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746751883510784/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第34集 旗映夕阳红——记临沂市河东区平墩湖村建国前老党员厉景沂,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746743369401344/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第33集 忆峥嵘岁月——记临沂市罗庄区留邻庄建国前老党员刘金福,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746744600183808/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第32集 激情燃烧的岁月——记苍山县莲子汪村建国前老党员蒋朝坤,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746745774720000/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第31集 无悔的抉择——记郯城县港上镇港上四村建国前老党员张志全,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746746735887360/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第30集 战火硝烟中的女战士——记临沂开发区王家坊头村建国前老党员石贞兰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746747708113920/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第29集 沂蒙老区的“小兵张嘎”——记河东区坊上村建国前老党员李美林,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746748714337280/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第28集 坚定不移跟党走——记蒙山旅游区王家庄村建国前老党员王振生,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746749725950976/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第25集 终生不忘报党恩——记沂南县珠宝庄村建国前老党员范桂君,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746750902944768/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第12集 赤诚忠勇 重温红色精神——记临沂市兰山区建国前老党员张玉孚,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748122141934592/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第10集 民兵里走出的神枪手——记临沂市河东区乔庄村建国前老党员曹恩亮,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748126262821888/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第9集 蒙山植树人——记费县马头崖村建国前老党员胡怀祥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748127594333184/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第7集 有志报效国家——记蒙阴县板崮崖村建国前老党员杨成才,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748130869969920/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第20集 共和国的人民英雄——记费县土龙沟村建国前老党员孙伯启,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746755117532160/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第16集 党的恩情永不忘——记苍山县双峪村建国前老党员郑显明,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746756409656320/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第15集 誓言永在心中——记郯城县高圩子村建国前老党员张兰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748118893790208/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第13集 “沂蒙红嫂”王孝珍——记临沭县东沈马村建国前老党员王孝珍,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748121008653312/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第11集 沂蒙老兵甄安珂——记莒南县甄家沟村建国前老党员甄安珂,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748125026223104/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第3集 难忘的旋律——记临沂市罗庄区十里堡社区建国前老党员徐洪茂,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748143523087360/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第5集 从童养媳到女支书——记临沭县于庄子村建国前老党员张兰英,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748140255822848/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第6集 听党话跟党走——记苍山县庄坞镇涌泉后村建国前老党员范守德,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748132713792512/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第2集 追忆红色革命岁月——记临沂市兰山区建国前老党员王广亮,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748160873317376/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
传统文化与价值建设（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2482025291465728/84,https://dyjy.dtdjzx.gov.cn/course/special/subject/84
传统文化与价值建设（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2482029270090752/84,https://dyjy.dtdjzx.gov.cn/course/special/subject/84
从毛泽东诗词看长征精神,https://dyjy.dtdjzx.gov.cn/resourcedetailed/193/69,https://dyjy.dtdjzx.gov.cn/course/special/subject/69
长征精神对党风建设的启示,https://dyjy.dtdjzx.gov.cn/resourcedetailed/192/69,https://dyjy.dtdjzx.gov.cn/course/special/subject/69
长征精神的时代价值——弘扬长征精神 实现伟大中国梦,https://dyjy.dtdjzx.gov.cn/resourcedetailed/194/69,https://dyjy.dtdjzx.gov.cn/course/special/subject/69
长征精神的科学内涵,https://dyjy.dtdjzx.gov.cn/resourcedetailed/191/69,https://dyjy.dtdjzx.gov.cn/course/special/subject/69
中国共产党的创立与早期活动（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480616386937856/71,https://dyjy.dtdjzx.gov.cn/course/special/subject/71
中国共产党的创立与早期活动（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480615048348672/71,https://dyjy.dtdjzx.gov.cn/course/special/subject/71
中国特色革命道路的开辟（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480602516554752/77,https://dyjy.dtdjzx.gov.cn/course/special/subject/77
中国特色革命道路的开辟（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480598570353664/77,https://dyjy.dtdjzx.gov.cn/course/special/subject/77
中国共产党的开国之路（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480549777441792/72,https://dyjy.dtdjzx.gov.cn/course/special/subject/72
中国共产党的开国之路（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480546498397184/72,https://dyjy.dtdjzx.gov.cn/course/special/subject/72
洪流（下） ——纪念鲁西南战役胜利70周年,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2949349344969728/76,https://dyjy.dtdjzx.gov.cn/course/special/subject/76
洪流 （上）——纪念鲁西南战役胜利70周年,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2949340892087296/76,https://dyjy.dtdjzx.gov.cn/course/special/subject/76
中国共产党夺取全国政权的历史经验（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480558897103872/76,https://dyjy.dtdjzx.gov.cn/course/special/subject/76
中国共产党夺取全国政权的历史经验（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480560667067392/76,https://dyjy.dtdjzx.gov.cn/course/special/subject/76
《泉城先锋》陈叶翠,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749381548639232/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》辛兆年,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749420188664832/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》田象霞,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749390401963008/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
《泉城先锋》孟宪华,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2749395746014208/7,https://dyjy.dtdjzx.gov.cn/course/special/subject/7
